actual_loss_percent,actual_return_percent,es_0.95_percent,es_0.99_percent,exceedance_0.95,exceedance_0.99,fit_aic,fit_bic,fit_convergence_flag,fit_error_json,fit_log_likelihood,fit_parameters_json,fit_sigma_percent,fit_success,forecast_date,fz0_0.95,fz0_0.99,innovation,instrument,origin_index,quantile_loss_0.95,quantile_loss_0.99,risk_error,training_mean_percent,training_window_end,training_window_start,var_0.95_percent,var_0.99_percent
4.017543689263801,-4.017543689263801,8.592665360408265,11.083651655055867,False,False,2919.0706869246305,2931.7145112198973,0,null,-1456.5353434623153,"{""alpha[1]"": 0.1225838535291543, ""beta[1]"": 0.5686620940853002, ""omega"": 6.316061190896349}",4.134407391532216,True,2022-12-03,1.9498537705539056,2.279067774121198,normal,ETH-USD,500,0.14237607932171695,0.05665096438887309,,-0.0645702824413963,2022-12-02,2021-07-21,6.865065275698137,9.682640128151105
-2.926336436276523,2.926336436276523,8.803036140846215,11.346825621143932,False,False,2913.4628217380614,2926.106646033328,0,null,-1453.7314108690307,"{""alpha[1]"": 0.12121031547201813, ""beta[1]"": 0.5884635195594984, ""omega"": 5.93279979175654}",4.222047328177938,True,2022-12-04,1.974686136827024,2.3028490365188494,normal,ETH-USD,501,0.498257567015093,0.1284245230539417,,-0.09416504311107517,2022-12-03,2021-07-22,7.038814904025329,9.916115869117634
1.620537356039885,-1.620537356039885,8.728559311115383,11.251308356663008,False,False,2913.8519443357145,2926.4957686309813,0,null,-1453.9259721678573,"{""alpha[1]"": 0.12194331651206806, ""beta[1]"": 0.5846437142271581, ""omega"": 5.99490813925086}",4.187125526665524,True,2022-12-05,1.966151574487939,2.294376781594157,normal,ETH-USD,502,0.26791965568090664,0.08211895071881734,,-0.0917218606211339,2022-12-04,2021-07-23,6.978930469658014,9.83243242792161
-0.9463118357877781,0.9463118357877781,8.481659375597113,10.928540396575286,False,False,2912.523211017491,2925.167035312758,0,null,-1453.2616055087456,"{""alpha[1]"": 0.12154474476010314, ""beta[1]"": 0.5895190053664047, ""omega"": 5.8970985408242065}",4.061203789466541,True,2022-12-06,1.9378260080312213,2.2654501132551075,normal,ETH-USD,503,0.38654799619238384,0.1049864694262667,,-0.10456230516678823,2022-12-05,2021-07-24,6.784648088059892,9.552335106838882
3.1324349429314946,-3.1324349429314946,8.29281209326353,10.68333977134041,False,False,2912.0496900486187,2924.6935143438855,0,null,-1453.0248450243093,"{""alpha[1]"": 0.1219214746953442, ""beta[1]"": 0.5881536975956847, ""omega"": 5.913467750839328}",3.9676714894577922,True,2022-12-07,1.9154656341201655,2.242834371197599,normal,ETH-USD,504,0.17512245965159925,0.062063944874379794,,-0.10864529597687707,2022-12-06,2021-07-25,6.6348841359634765,9.338829430369469
-3.8737917289119226,3.8737917289119226,8.448840138716028,10.883054928492005,False,False,2912.7467120781316,2925.3905363733984,0,null,-1453.3733560390658,"{""alpha[1]"": 0.12214409885858468, ""beta[1]"": 0.5837182291841119, ""omega"": 6.00209545802756}",4.040181048386938,True,2022-12-08,1.9342115959562465,2.2614076217099104,normal,ETH-USD,505,0.531720256272565,0.13387765267126495,,-0.11510694555951237,2022-12-07,2021-07-26,6.760613396539368,9.51397353821456
1.3225254108075721,-1.3225254108075721,8.74247964495489,11.263618250055572,False,False,2913.4845110979654,2926.128335393232,0,null,-1453.7422555489827,"{""alpha[1]"": 0.12223297336687843, ""beta[1]"": 0.5811311365730985, ""omega"": 6.059903317224869}",4.184452602731029,True,2022-12-09,1.9681920307597962,2.2956885057846943,normal,ETH-USD,506,0.2835721149247454,0.08523122674474243,,-0.11115566889381431,2022-12-08,2021-07-27,6.993967709302475,9.845648085281807
-0.16591387709813746,0.16591387709813746,8.47273911009262,10.912641035676888,False,False,2913.1657856732572,2925.809609968524,0,null,-1453.5828928366286,"{""alpha[1]"": 0.1216913874242674, ""beta[1]"": 0.5831681763633012, ""omega"": 6.022456385772068}",4.0496202558097005,True,2022-12-10,1.937134371622728,2.2641704332108263,normal,ETH-USD,507,0.3473240992767666,0.09706274892766222,,-0.11953554289245324,2022-12-09,2021-07-28,6.780568108437188,9.540361015668076
0.1988438422603472,-0.1988438422603472,8.256099106944287,10.63286466375323,False,False,2913.12394200548,2925.7677663007466,0,null,-1453.56197100274,"{""alpha[1]"": 0.12208938959977995, ""beta[1]"": 0.5833243594712536, ""omega"": 6.004007888678004}",3.944829847970009,True,2022-12-11,1.911295771479498,2.2382290491442656,normal,ETH-USD,508,0.3204435948489266,0.09097250744116522,,-0.11904805609897957,2022-12-10,2021-07-29,6.6077157392388735,9.296094586376862
-0.8470046091556039,0.8470046091556039,8.12219434698945,10.457622572222173,False,False,2912.2673509029223,2924.911175198189,0,null,-1453.1336754514612,"{""alpha[1]"": 0.12268353584445443, ""beta[1]"": 0.5848666970510903, ""omega"": 5.953737294361951}",3.8762203298919027,True,2022-12-12,1.8951820498389695,2.2217270118473023,normal,ETH-USD,509,0.36747423527210515,0.09991106560714291,,-0.12666502780076433,2022-12-11,2021-07-30,6.502480096286493,9.144101951558678
-3.5400380800816573,3.5400380800816573,8.064698332331202,10.381754289073754,False,False,2911.454287044226,2924.098111339493,0,null,-1452.727143522113,"{""alpha[1]"": 0.12306834083619098, ""beta[1]"": 0.5882723613769271, ""omega"": 5.8709605116614325}",3.845727009712585,True,2022-12-13,1.8882362384771891,2.2145231600417414,normal,ETH-USD,510,0.49988820377462345,0.12618604908487802,,-0.13206797521981903,2022-12-12,2021-07-31,6.4577259954108035,9.078566828406132
0.8533116278995941,-0.8533116278995941,8.430786530421457,10.855224633215782,False,False,2911.689170209823,2924.3329945050896,0,null,-1452.8445851049114,"{""alpha[1]"": 0.12218630883973854, ""beta[1]"": 0.5940488854859394, ""omega"": 5.7733662675553505}",4.02395422007861,True,2022-12-14,1.93244886540745,2.2590311634418536,normal,ETH-USD,511,0.2948014344762574,0.0863833034105971,,-0.13052462384175245,2022-12-13,2021-08-01,6.749340317424737,9.491641968959296
3.3372777545025647,-3.3372777545025647,8.206757526988795,10.564672446504368,False,False,2911.3486394417296,2923.9924637369963,0,null,-1452.6743197208648,"{""alpha[1]"": 0.1206950720793106, ""beta[1]"": 0.6082210551878212, ""omega"": 5.501975583554534}",3.913542556535182,True,2022-12-15,1.90569410413298,2.231987110781574,normal,ETH-USD,512,0.1617085043370796,0.0590122682475974,,-0.13424317289832163,2022-12-14,2021-08-02,6.5714478412441535,9.2385045792623
8.062686437450383,-8.062686437450383,8.388065150970563,10.795897782999944,True,False,2911.2738455456456,2923.9176698409124,0,null,-1452.6369227728228,"{""alpha[1]"": 0.1206856289247734, ""beta[1]"": 0.6127205392721373, ""omega"": 5.401775110730711}",3.9963933373800686,True,2022-12-16,5.133592556900602,2.2537256906842167,normal,ETH-USD,513,1.2773233850358896,0.013789681369140728,,-0.14465343011935225,2022-12-15,2021-08-03,6.718135505833657,9.441654574364454
-1.6882137140066298,1.6882137140066298,10.04303561478263,12.93202541027665,False,False,2913.936411392342,2926.580235687609,0,null,-1453.968205696171,"{""alpha[1]"": 0.12129635513089067, ""beta[1]"": 0.5975868421661061, ""omega"": 5.722764110649435}",4.794992565882972,True,2022-12-17,2.107374834451051,2.4340604886599397,normal,ETH-USD,514,0.486380883221876,0.1299537751292306,,-0.15234303723293016,2022-12-16,2021-08-04,8.039403950430883,11.307163798916418
0.2894668483601644,-0.2894668483601644,9.349597933870259,12.032055192873552,False,False,2911.0453699872114,2923.689194282478,0,null,-1452.5226849936057,"{""alpha[1]"": 0.11968320784148101, ""beta[1]"": 0.5935640347759985, ""omega"": 5.812365043394754}",4.452200778030139,True,2022-12-18,2.036352274092004,2.362184220558678,normal,ETH-USD,515,0.3599869058365924,0.102338873338462,,-0.1659863674329647,2022-12-17,2021-08-05,7.489204965092005,10.523354182206356
1.4543609385150207,-1.4543609385150207,8.811194611479811,11.334057912946777,False,False,2910.251069307389,2922.894893602656,0,null,-1452.1255346536946,"{""alpha[1]"": 0.11871369512294859, ""beta[1]"": 0.5964773647668299, ""omega"": 5.750420140338083}",4.187315162601485,True,2022-12-19,1.9774451778935251,2.302619566402193,normal,ETH-USD,516,0.280356279519531,0.08460756784453619,,-0.17396599651168979,2022-12-18,2021-08-06,7.061486528905636,9.915117722968633
-4.200799339113636,4.200799339113636,8.511415739781729,10.94456668818916,False,False,2909.5480645276757,2922.1918888229425,0,null,-1451.7740322638379,"{""alpha[1]"": 0.12111130401380488, ""beta[1]"": 0.5890760149845325, ""omega"": 5.832869128112646}",4.0384153407124375,True,2022-12-20,1.9431464530656806,2.2678054763330557,normal,ETH-USD,517,0.5512363076940342,0.13776882975933666,,-0.18132469445972077,2022-12-19,2021-08-07,6.823926814767039,9.576083636820016
0.33756713191757215,-0.33756713191757215,8.887999903865518,11.428454455278652,False,False,2906.654942635113,2919.2987669303798,0,null,-1450.3274713175565,"{""alpha[1]"": 0.12165650030906167, ""beta[1]"": 0.5857928441858762, ""omega"": 5.88668031125957}",4.216512189481964,True,2022-12-21,1.9864675289920566,2.3110819887768503,normal,ETH-USD,518,0.3394262221823415,0.09662053243560988,,-0.19054620760989277,2022-12-20,2021-08-08,7.126091575564395,9.999620375478552
-0.37685600314046297,0.37685600314046297,8.498812882639095,10.928109441760867,False,False,2905.4779178355157,2918.1217421307824,0,null,-1449.7389589177578,"{""alpha[1]"": 0.12149032267822195, ""beta[1]"": 0.5880310292696372, ""omega"": 5.830382338234831}",4.032018029098674,True,2022-12-22,1.941685188721523,2.2663107247442795,normal,ETH-USD,519,0.35954265680767816,0.09938650227144924,,-0.18191765391641346,2022-12-21,2021-08-09,6.8139971330130935,9.561794224004453
-0.16218363099971495,0.16218363099971495,8.282745491066168,10.6462370435293,False,False,2903.9241072647756,2916.5679315600423,0,null,-1448.9620536323878,"{""alpha[1]"": 0.12254045863972075, ""beta[1]"": 0.5856253027992748, ""omega"": 5.849048118035673}",3.9227983571503007,True,2022-12-23,1.9162718414589008,2.240345073742202,normal,ETH-USD,520,0.3402875907530412,0.09479116327950382,,-0.1911390785031543,2022-12-22,2021-08-10,6.6435681840611025,9.316932696950659
-0.08103328712381122,0.08103328712381122,8.122146999715303,10.439308313784768,False,False,2903.688006676818,2916.331830972085,0,null,-1448.844003338409,"{""alpha[1]"": 0.12290631688400304, ""beta[1]"": 0.5907944170524823, ""omega"": 5.728941761587544}",3.8459018762351667,True,2022-12-24,1.8967348480278896,2.220737994665833,normal,ETH-USD,521,0.32980674401684446,0.09217094883861367,,-0.18915594318818654,2022-12-23,2021-08-11,6.515101593213072,9.136061596737548
0.1792152035083411,-0.1792152035083411,8.004682819764168,10.287163270578338,False,False,2903.159314860769,2915.8031391560357,0,null,-1448.5796574303845,"{""alpha[1]"": 0.12491446496464823, ""beta[1]"": 0.5916508279178737, ""omega"": 5.661220783164979}",3.7883404124505193,True,2022-12-25,1.8822683786820806,2.206106253272286,normal,ETH-USD,522,0.3121237397921128,0.08824206992943452,,-0.1904245318045181,2022-12-24,2021-08-12,6.4216899993505905,9.003422196451787
-0.6551566636118497,0.6551566636118497,7.910970623011355,10.168248308455635,False,False,2901.9311390626835,2914.5749633579503,0,null,-1447.9655695313418,"{""alpha[1]"": 0.1268865106832435, ""beta[1]"": 0.590268944776468, ""omega"": 5.6331388319645255}",3.746510194574084,True,2022-12-26,1.8703590032256852,2.1944140121700286,normal,ETH-USD,523,0.35003068033869794,0.09553838751037869,,-0.18299606120625417,2022-12-25,2021-08-13,6.345456943162103,8.89868208742601
1.162644189123146,-1.162644189123146,7.873059558047268,10.114526055285511,False,False,2897.150089230846,2909.7939135261126,0,null,-1445.575044615423,"{""alpha[1]"": 0.12850223992510101, ""beta[1]"": 0.5967311907421791, ""omega"": 5.46794720411945}",3.7202676200852554,True,2022-12-27,1.865995177911758,2.1893327159055076,normal,ETH-USD,524,0.25779336948732273,0.07691208370467414,,-0.199215890742242,2022-12-26,2021-08-14,6.318511578869596,8.853852559590553
1.898321826134127,-1.898321826134127,7.853903328713706,10.0901021025701,False,False,2896.921985262952,2909.565809558219,0,null,-1445.460992631476,"{""alpha[1]"": 0.12933910453247252, ""beta[1]"": 0.5984821070125884, ""omega"": 5.413847614066263}",3.7115245312399807,True,2022-12-28,1.863542645409158,2.1869069822157843,normal,ETH-USD,525,0.22023434516711618,0.06934069519313439,,-0.1980941427470029,2022-12-27,2021-08-15,6.303008729476447,8.83239134544756
-0.9708508423668103,0.9708508423668103,7.915029543754963,10.167173192734426,False,False,2896.7618446998813,2909.405668995148,0,null,-1445.3809223499406,"{""alpha[1]"": 0.1305401797878071, ""beta[1]"": 0.5981370932057578, ""omega"": 5.393967871448077}",3.7379889922077183,True,2022-12-29,1.8714232886150217,2.1945790782323717,normal,ETH-USD,526,0.36619636844553444,0.09871345362783636,,-0.20463177520632714,2022-12-28,2021-08-16,6.353076526543871,8.900494520416817
0.19681123675642856,-0.19681123675642856,7.860262267092043,10.099758680490838,False,False,2895.3611003370424,2908.004924632309,0,null,-1444.6805501685212,"{""alpha[1]"": 0.13103568540645094, ""beta[1]"": 0.6035515165090831, ""omega"": 5.271783998055454}",3.71699777905672,True,2022-12-30,1.864220759164128,2.1877990996346033,normal,ETH-USD,527,0.305513469212534,0.08643381987121798,,-0.19316334275509034,2022-12-29,2021-08-17,6.3070806210071035,8.840193223878218
0.20547117928483316,-0.20547117928483316,7.759376589162241,9.971972613354048,False,False,2893.946904263907,2906.590728559174,0,null,-1443.9734521319535,"{""alpha[1]"": 0.13163219290925282, ""beta[1]"": 0.6092276145100097, ""omega"": 5.1440665926924405}",3.672349934862858,True,2022-12-31,1.8511380225223997,2.1749850756959153,normal,ETH-USD,528,0.30096901376904556,0.08522065629288969,,-0.18437334487156448,2022-12-30,2021-08-18,6.224851454665739,8.727536808573795
-0.3497973195629962,0.3497973195629962,7.704054285803136,9.900269566029957,False,False,2893.6356377245147,2906.2794620197815,0,null,-1443.8178188622574,"{""alpha[1]"": 0.13364147277582206, ""beta[1]"": 0.6071703339058735, ""omega"": 5.142245856427984}",3.645162041829022,True,2023-01-01,1.8440372594694012,2.167795408896772,normal,ETH-USD,529,0.32653435907868983,0.09014844142788815,,-0.18513185668249413,2022-12-31,2021-08-19,6.180889862010795,8.66504682322581
-1.1336145875359283,1.1336145875359283,7.662040047596396,9.843123969588625,False,False,2891.7206269176163,2904.364451212883,0,null,-1442.8603134588082,"{""alpha[1]"": 0.1342554996029276, ""beta[1]"": 0.6141943996019799, ""omega"": 4.991584525852206}",3.620047813194589,True,2023-01-02,1.8388543228448304,2.162146811343181,normal,ETH-USD,530,0.3641492211168734,0.09750026181218034,,-0.1949210595306685,2023-01-01,2021-08-20,6.149369834801534,8.616411593682097
-0.010059374194146157,0.010059374194146157,7.689763622597061,9.877725077398924,False,False,2891.021276016878,2903.6651003121447,0,null,-1442.510638008439,"{""alpha[1]"": 0.13443805926631897, ""beta[1]"": 0.6192030058730924, ""omega"": 4.890150134469815}",3.6314627786421148,True,2023-01-03,1.842557573260608,2.1657008598302996,normal,ETH-USD,531,0.3091191467944186,0.08657203928052148,,-0.19909883910546697,2023-01-02,2021-08-21,6.1723235616942205,8.647144553857995
-3.378924643455595,3.378924643455595,7.6127874388836405,9.77936230159531,False,False,2890.6856012109038,2903.3294255061705,0,null,-1442.3428006054519,"{""alpha[1]"": 0.13392682106335344, ""beta[1]"": 0.627716891830861, ""omega"": 4.730125054707005}",3.5959664434726353,True,2023-01-04,1.8324499682218143,2.1556698327802186,normal,ETH-USD,532,0.47445522454815314,0.11939734934916083,,-0.19534140056570867,2023-01-03,2021-08-22,6.1101798475074585,8.560810291460477
0.4856887477656985,-0.4856887477656985,8.054503529406047,10.351784352694313,False,False,2891.315259384126,2903.9590836793927,0,null,-1442.657629692063,"{""alpha[1]"": 0.1334485140177073, ""beta[1]"": 0.6298883522212337, ""omega"": 4.699484860392448}",3.812905288413835,True,2023-01-05,1.8884218593528752,2.212343198962712,normal,ETH-USD,533,0.2987778651143143,0.08574030321036949,,-0.18957495718203463,2023-01-04,2021-08-23,6.4612460500519795,9.05971906880264
